Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,17.3,73.9,16.8,12.6
6/24/20 9:20,16.6,76.4,16.1,12.4
6/24/20 9:30,17.4,76.7,17,13.3
6/24/20 9:40,17.3,76.7,16.9,13.2
6/24/20 9:50,17.5,75.6,17.1,13.1
6/24/20 10:00,18.7,74.6,18.3,14.1
6/24/20 10:10,18.9,72.5,18.5,13.9
6/24/20 10:20,18,72.7,17.4,13.1
6/24/20 10:30,17.4,73.4,16.9,12.6
6/24/20 10:40,17.8,72.1,17.2,12.7
6/24/20 10:50,19,71.7,18.6,13.8
6/24/20 11:00,19.8,68,19.5,13.7
6/24/20 11:10,19.1,64.9,18.4,12.4
6/24/20 11:20,20.7,61.9,20.5,13.1
6/24/20 11:30,21.1,57.1,20.8,12.3
6/24/20 11:30,21.1,57.1,20.8,12.3
6/24/20 11:40,23.3,54.2,22.8,13.5
6/24/20 11:50,22.2,52.6,21.9,12.1
6/24/20 12:00,20.9,54.3,20.4,11.4
6/24/20 12:10,20.2,56.1,19.3,11.1
6/24/20 12:20,22.9,56.7,22.6,13.8
6/24/20 12:30,21.8,54.1,21.4,12.1
6/24/20 12:40,21.2,53.7,20.7,11.4
6/24/20 12:50,22.8,54.4,22.5,13.2
6/24/20 13:00,21,53.8,20.5,11.3
6/24/20 13:10,22.7,51.3,22.2,12.2
