Device Name,K3_2498468,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498468,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/10/20 9:20,19.7,68.4,19.3,13.7
6/10/20 9:30,19.6,79,19.7,15.9
6/10/20 9:40,21.4,83.9,22.1,18.6
6/10/20 9:50,19.8,71.1,19.6,14.4
6/10/20 10:00,20,68.9,19.7,14.1
6/10/20 10:10,20.3,78.6,20.4,16.4
6/10/20 10:20,20.6,79.2,21,16.9
6/10/20 10:30,20.3,77.6,20.5,16.3
6/10/20 10:40,20.7,78.8,21.1,16.9
6/10/20 10:50,20.8,69.8,20.8,15
6/10/20 10:50,20.8,69.8,20.8,15
6/10/20 11:00,20.5,64.1,20.1,13.5
6/10/20 11:10,21.4,57.3,21.2,12.6
6/10/20 11:20,21.8,58.1,21.7,13.2
6/10/20 11:30,24.6,57.5,24.4,15.7
6/10/20 11:40,24.3,54.8,23.8,14.6
6/10/20 11:50,23.9,54.4,23.4,14.1
6/10/20 12:00,23.4,54.6,22.9,13.7
6/10/20 12:10,24.4,53.3,23.9,14.3
6/10/20 12:20,26.4,51.4,26.3,15.6
6/10/20 12:30,26.3,50.5,26.2,15.2
6/10/20 12:40,28.5,51.3,29.4,17.5
6/10/20 12:50,28.8,50.6,29.7,17.5
6/10/20 13:00,27.9,50.9,28.4,16.8
6/10/20 13:10,28.5,51.7,29.4,17.6
6/10/20 13:20,26.3,47.7,25.9,14.3
6/10/20 13:30,26.6,47.2,26.1,14.4
6/10/20 13:40,26.8,47.8,26.5,14.8
6/10/20 13:50,27.8,42.6,27.1,13.9
6/10/20 14:00,27,44.3,26.5,13.8
6/10/20 14:10,27.9,43.8,27.3,14.4
6/10/20 14:20,25.3,47.6,24.5,13.4
6/10/20 14:30,24.2,49.2,23.5,12.9
6/10/20 14:40,23.7,51.7,23.2,13.2
