Device Name,K6_2503411,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503411,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/26/20 10:10,17.9,79.8,17.6,14.3
6/26/20 10:20,17.7,82,17.6,14.6
6/26/20 10:30,17.9,83.7,17.9,15.1
6/26/20 10:40,18.3,85.2,18.2,15.8
6/26/20 10:50,18.5,86.2,18.6,16.1
6/26/20 11:00,18.5,86.6,18.6,16.2
6/26/20 11:10,18.3,87.4,18.3,16.2
6/26/20 11:20,18.7,87.7,18.8,16.6
6/26/20 11:30,18.3,87.4,18.3,16.2
6/26/20 11:40,18.1,88,18.2,16.1
6/26/20 11:50,18.2,88.2,18.2,16.2
6/26/20 12:00,18.4,89.1,18.7,16.6
6/26/20 12:10,18.3,88.9,18.6,16.4
6/26/20 12:20,18.5,89,18.8,16.7
6/26/20 12:30,18.4,88.6,18.7,16.5
6/26/20 12:40,18.9,88.6,19.3,17
6/26/20 12:50,19.7,88.8,20.2,17.8
6/26/20 13:00,19.6,86.4,20,17.3
6/26/20 13:10,20.3,86.1,20.8,17.9
6/26/20 13:20,21.4,84.7,22.1,18.8
6/26/20 13:30,21.4,79.2,22,17.7
6/26/20 13:40,21.3,70.1,21.6,15.6
6/26/20 13:50,21.5,72.4,22,16.4
6/26/20 14:00,21.1,67.7,21.2,14.9
