Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/9/20 9:20,23.6,71.2,24.1,18.1
6/9/20 9:20,23.6,71.2,24.1,18.1
6/9/20 9:30,24,68.9,24.4,18
6/9/20 9:40,24,67.9,24.4,17.7
6/9/20 9:50,24.1,66.9,24.4,17.6
6/9/20 10:00,24.1,64.9,24.3,17.1
6/9/20 10:10,24,63.4,24.1,16.6
6/9/20 10:20,27.6,81.1,31.8,24
6/9/20 10:30,28.4,57.3,29.8,19.1
6/9/20 10:40,28,59.5,29.6,19.4
6/9/20 10:50,28.9,61,31.4,20.6
6/9/20 11:00,29.1,57.7,31.3,19.9
6/9/20 11:10,30.1,57.8,33.4,20.9
6/9/20 11:20,30.7,56.1,34.1,20.9
6/9/20 11:30,30.5,52.7,33,19.7
6/9/20 11:40,30.1,53.2,32.5,19.6
6/9/20 11:50,29,48.3,29.8,17
6/9/20 12:00,29.2,49,30.2,17.4
6/9/20 12:10,29,45.2,29.2,15.9
6/9/20 12:20,30.4,44.6,31.5,17
6/9/20 12:30,30.6,42.2,31.2,16.3
6/9/20 12:40,30.9,40.6,31.4,16
6/9/20 12:50,26.5,45.9,25.8,13.9
6/9/20 13:00,27.2,47.2,27,15
6/9/20 13:10,25.8,44.7,25,12.9
6/9/20 13:20,27.3,45.6,26.8,14.5
6/9/20 13:30,26.9,43.2,26.1,13.3
6/9/20 13:40,26.8,40.7,25.9,12.4
6/9/20 13:50,27.6,38.9,26.5,12.4
