Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/10/20 9:20,19.8,74.2,19.6,15
6/10/20 9:30,19.1,82.7,19.3,16.1
6/10/20 9:40,20,82.8,20.4,17
6/10/20 9:50,19,78.1,18.8,15.1
6/10/20 10:00,18.3,77.4,18,14.3
6/10/20 10:10,18.6,79.6,18.4,15
6/10/20 10:20,18.8,78.7,18.6,15
6/10/20 10:30,18.9,78.8,18.7,15.1
6/10/20 10:40,19.2,79.4,19.2,15.6
6/10/20 10:50,19.3,79.1,19.3,15.6
6/10/20 11:00,19,79,18.9,15.3
6/10/20 11:10,19.8,79.5,19.8,16.1
6/10/20 11:20,19.2,79.4,19.2,15.6
6/10/20 11:30,20.6,82.4,21,17.5
6/10/20 11:40,20.9,80.6,21.4,17.5
6/10/20 11:50,20.9,78.6,21.2,17
6/10/20 12:00,21,76.9,21.3,16.7
6/10/20 12:10,21.8,78.6,22.3,17.9
6/10/20 12:20,22,76.2,22.6,17.6
6/10/20 12:30,22.1,77.2,22.6,17.9
6/10/20 12:40,22.1,77.1,22.6,17.9
6/10/20 12:50,22.4,78.5,23,18.5
6/10/20 13:00,22,79.4,22.6,18.2
6/10/20 13:10,22.2,81.1,23,18.8
6/10/20 13:20,22.9,80.8,23.7,19.4
6/10/20 13:30,23.5,82,24.7,20.2
6/10/20 13:40,23.8,80.8,24.8,20.3
6/10/20 13:50,24.5,76.9,25.4,20.2
6/10/20 14:00,24,78,25,20
6/10/20 14:10,24.6,76.6,25.6,20.2
6/10/20 14:20,22.7,73.5,23.3,17.7
6/10/20 14:30,21.9,71.9,22.2,16.6
6/10/20 14:40,21.6,71.5,21.9,16.2
