Device Name,K4_2498476,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498476,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,16.6,82.8,16.6,13.7
6/24/20 9:20,16.4,89,16.6,14.6
6/24/20 9:30,16.7,92.5,17.1,15.5
6/24/20 9:40,16.7,93.1,17,15.5
6/24/20 9:50,16.9,94.8,17.4,16.1
6/24/20 10:00,17.6,96.8,18.1,17.1
6/24/20 10:10,18.1,96.6,18.7,17.6
6/24/20 10:20,17.7,92.7,18.1,16.5
6/24/20 10:30,17.4,92.6,17.8,16.2
6/24/20 10:40,17.7,87.2,17.7,15.5
6/24/20 10:50,17.8,90.1,18.1,16.2
6/24/20 11:00,18.7,91.6,19.1,17.3
6/24/20 11:10,18.7,86.1,18.7,16.3
6/24/20 11:20,19.2,85.7,19.4,16.8
6/24/20 11:30,20,86.6,20.5,17.7
6/24/20 11:40,21.2,92.4,22,19.9
6/24/20 11:50,21.5,85.6,22.3,19
6/24/20 12:00,21.2,77.7,21.7,17.2
6/24/20 12:10,21.2,76.4,21.7,16.9
6/24/20 12:20,22,78.7,22.6,18.2
6/24/20 12:30,20.8,74.4,20.9,16
6/24/20 12:40,20,75.5,20.1,15.6
6/24/20 12:50,20.7,77.7,21,16.7
6/24/20 13:00,21.5,72.4,21.8,16.3
6/24/20 13:10,23.9,74.9,24.5,19.2
