Device Name,K6_2503411,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503411,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,17.5,75.8,17.1,13.2
6/24/20 9:20,17.8,78,17.5,14
6/24/20 9:30,18.6,78.9,18.3,14.8
6/24/20 9:40,18.4,78.4,18.1,14.6
6/24/20 9:50,19,76.5,18.8,14.8
6/24/20 10:00,20.5,74.3,20.5,15.8
6/24/20 10:10,21,71.9,21.2,15.8
6/24/20 10:20,19.9,72.6,19.7,14.8
6/24/20 10:30,19.2,73,18.7,14.2
6/24/20 10:40,19.8,71.7,19.5,14.5
6/24/20 10:50,21,71,21.2,15.6
6/24/20 11:00,22.4,67.7,22.7,16.2
6/24/20 11:10,22.2,64.2,22.3,15.1
6/24/20 11:20,24.7,62,24.8,17
6/24/20 11:30,26,57.1,26.2,16.8
6/24/20 11:40,29.5,54,31.6,19.2
6/24/20 11:50,27.7,51.1,28.1,16.7
6/24/20 12:00,26.6,52.2,26.7,16
6/24/20 12:10,25.9,53.1,25.8,15.6
6/24/20 12:20,28.9,53.8,30.5,18.6
6/24/20 12:30,28.4,51,29.1,17.2
6/24/20 12:40,27.6,49.8,27.8,16.2
6/24/20 12:50,28.4,50.7,29.1,17.2
6/24/20 13:00,27.3,48.8,27.2,15.6
6/24/20 13:10,28.9,46.7,29.2,16.3
