Device Name,K7_2503417,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503417,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/26/20 10:10,18,71.1,17.3,12.7
6/26/20 10:20,18,71.7,17.3,12.8
6/26/20 10:30,18.1,71.9,17.5,13
6/26/20 10:40,18.1,71.1,17.4,12.8
6/26/20 10:50,18.9,67.7,18.3,12.8
6/26/20 11:00,18.2,66.6,17.3,11.9
6/26/20 11:10,18.8,70.4,18.1,13.3
6/26/20 11:20,18.3,68.8,17.4,12.5
6/26/20 11:30,17.8,68.1,17,11.9
6/26/20 11:40,17.9,70,17.1,12.3
6/26/20 11:50,18,68.5,17.2,12.1
6/26/20 12:00,19.2,68.3,18.5,13.2
6/26/20 12:10,18.7,66.7,17.9,12.4
6/26/20 12:20,19,65.6,18.1,12.4
6/26/20 12:30,18.4,62,17.2,10.9
6/26/20 12:40,19,61.5,18,11.5
6/26/20 12:50,20,58.1,19.3,11.6
6/26/20 13:00,19.5,57,18.5,10.8
6/26/20 13:10,20.1,54.6,19.3,10.7
6/26/20 13:20,21.2,53.9,20.7,11.5
6/26/20 13:30,20.3,54,19.5,10.7
6/26/20 13:40,20.6,94.4,21.5,19.7
6/26/20 13:50,22.7,98.3,24.3,22.4
6/26/20 14:00,22.3,95.9,23.6,21.6
