Device Name,K6_2503411,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503411,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/29/20 9:20,18,76.5,17.5,13.8
5/29/20 9:30,17,78.9,16.7,13.3
5/29/20 9:40,17.8,81.7,17.6,14.6
5/29/20 9:50,19.8,77,19.9,15.7
5/29/20 10:00,19.7,71.2,19.4,14.4
5/29/20 10:10,19.4,75.2,19.3,14.9
5/29/20 10:20,18.2,77.4,17.8,14.2
5/29/20 10:30,18.5,78.6,18.1,14.7
5/29/20 10:40,19.6,75.4,19.4,15.1
5/29/20 10:50,19.6,75.4,19.4,15.1
5/29/20 11:00,20.2,75,20.2,15.6
5/29/20 11:10,21.4,68,21.6,15.2
5/29/20 11:20,24.1,62.4,24.2,16.5
5/29/20 11:30,25.7,62,26.1,17.9
5/29/20 11:40,26.2,58.2,26.7,17.4
5/29/20 11:50,27.7,53.8,28.4,17.5
5/29/20 12:00,29,51.6,30.1,18
5/29/20 12:10,28.4,51.2,29.1,17.3
5/29/20 12:20,28.9,48.4,29.5,16.9
5/29/20 12:30,28.1,48.9,28.4,16.4
5/29/20 12:40,29.3,48.7,30.4,17.4
5/29/20 12:50,30.7,45.5,32.1,17.6
5/29/20 13:00,26.2,51.8,26,15.5
5/29/20 13:10,29.7,47.1,30.6,17.2
5/29/20 13:20,29.8,42.5,30.1,15.7
5/29/20 13:30,29.3,42.2,29.4,15.2
5/29/20 13:40,29,44.7,29.3,15.8
5/29/20 13:50,28.6,42.2,28.4,14.5
5/29/20 14:00,29.6,41.4,29.7,15.1
5/29/20 14:10,29.9,42.1,30.1,15.6
5/29/20 14:20,28.6,41.9,28.2,14.4
5/29/20 14:30,28.7,41.1,28.3,14.2
5/29/20 14:40,27.1,41.8,26.3,13
5/29/20 14:50,28.5,40.9,28,13.9
5/29/20 15:00,28.5,40,27.9,13.6
5/29/20 15:10,27.7,40.1,26.8,12.9
5/29/20 15:20,25.9,41.8,24.8,11.9
