Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,16.6,84.2,16.6,14
6/24/20 9:20,16.5,88.8,16.7,14.7
6/24/20 9:30,16.9,91.7,17.2,15.6
6/24/20 9:40,16.8,91.2,17,15.3
6/24/20 9:50,17.1,92.3,17.4,15.8
6/24/20 10:00,17.9,93.5,18.3,16.8
6/24/20 10:10,18.2,92.8,18.6,17
6/24/20 10:20,17.6,89.4,17.7,15.8
6/24/20 10:30,17.1,89.4,17.3,15.4
6/24/20 10:40,17.2,92.7,17.5,16
6/24/20 10:50,17.8,95.4,18.3,17.1
6/24/20 11:00,18.4,97.1,19,17.9
6/24/20 11:10,18,96.3,18.6,17.4
6/24/20 11:20,18.6,96.4,19.2,18
6/24/20 11:30,19.2,96,19.9,18.5
6/24/20 11:40,20.3,96.1,21.1,19.6
6/24/20 11:50,20.2,93.1,20.9,19.1
6/24/20 12:00,19.6,89.8,20,17.8
6/24/20 12:10,19.1,89.9,19.5,17.4
6/24/20 12:20,20.4,92.2,21.2,19.1
6/24/20 12:30,20.5,89.2,21,18.6
6/24/20 12:40,20.2,88.1,20.6,18.1
6/24/20 12:50,21,89.1,21.6,19.1
6/24/20 13:00,20.2,85.7,20.7,17.8
6/24/20 13:10,21.6,87.3,22.4,19.4
