Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/8/20 8:00,21.6,66.5,21.9,15.1
6/8/20 8:10,22.9,63.9,23,15.7
6/8/20 8:20,23.1,62.1,23.2,15.5
6/8/20 8:30,23.7,60.7,23.7,15.6
6/8/20 8:40,24.7,58.6,24.6,16
6/8/20 8:50,26.2,57.5,26.6,17.2
6/8/20 9:00,25.3,53.5,25.1,15.2
6/8/20 9:10,24.6,49.1,23.9,13.2
6/8/20 9:20,23.7,50.7,23.1,12.9
6/8/20 9:30,25.5,47.3,24.7,13.4
6/8/20 9:40,26.4,41.4,25.4,12.2
6/8/20 9:50,26.3,41.3,25.2,12.1
6/8/20 10:00,29.8,40.4,29.8,14.9
6/8/20 10:10,31.3,36,31.2,14.4
6/8/20 10:20,32.6,35.1,33.3,15.2
6/8/20 10:30,29,34.6,28,11.8
6/8/20 10:40,29,37.9,28.3,13.2
6/8/20 10:50,30,41.3,30.3,15.4
6/8/20 11:00,31.4,39.3,32.1,15.9
6/8/20 11:10,32.3,37.6,33.4,16
6/8/20 11:20,31.8,36.8,32.2,15.2
6/8/20 11:30,30.5,37.5,30.4,14.4
6/8/20 11:40,30.4,38.5,30.5,14.7
6/8/20 11:50,29,39.8,28.5,13.9
6/8/20 12:00,28.6,39.4,27.9,13.4
6/8/20 12:10,29.6,37.9,29.2,13.8
6/8/20 12:20,30.6,36.9,30.3,14.2
6/8/20 12:30,29.9,36.2,29.3,13.3
6/8/20 12:40,29,37.6,28.4,13.1
6/8/20 12:50,30,37.5,29.8,14
6/8/20 13:00,29.8,37.1,29.3,13.6
