Device Name,K3_2498468,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498468,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/26/20 10:10,19.4,71.6,19,14.1
6/26/20 10:20,18.7,72,18.1,13.5
6/26/20 10:30,18.6,71.1,17.8,13.2
6/26/20 10:40,18.5,69.1,17.7,12.8
6/26/20 10:50,19.8,66.8,19.4,13.5
6/26/20 11:00,18.8,66.2,17.9,12.3
6/26/20 11:10,19.4,70.9,19,14
6/26/20 11:20,18.6,67.4,17.8,12.5
6/26/20 11:30,18.2,68.6,17.4,12.4
6/26/20 11:40,18.4,70.4,17.7,12.9
6/26/20 11:50,18.6,68.9,17.7,12.7
6/26/20 12:00,19.5,67.5,19.1,13.3
6/26/20 12:10,19.2,67.3,18.6,13
6/26/20 12:20,19.6,65,18.9,12.8
6/26/20 12:30,18.6,61.4,17.5,11
6/26/20 12:40,19.6,61.8,18.9,12.1
6/26/20 12:50,20.7,58,20.3,12.2
6/26/20 13:00,20,58,19.2,11.5
6/26/20 13:10,21.1,54.5,20.7,11.6
6/26/20 13:20,22.8,53.1,22.3,12.8
6/26/20 13:30,21.3,52.8,20.8,11.2
6/26/20 13:40,20.8,49.3,20,9.8
6/26/20 13:50,23,52.6,22.5,12.8
6/26/20 14:00,21.5,51.5,21.2,11.1
