Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/26/20 10:10,18.6,82.5,18.6,15.6
6/26/20 10:20,18.2,89.7,18.4,16.5
6/26/20 10:30,18,91.2,18.3,16.5
6/26/20 10:40,18.4,93.7,18.8,17.3
6/26/20 10:50,18.7,95.1,19.3,17.9
6/26/20 11:00,18.6,95.3,19.2,17.8
6/26/20 11:10,18.4,95.6,18.9,17.7
6/26/20 11:20,18.6,97.3,19.2,18.1
6/26/20 11:30,18.4,96.8,19,17.8
6/26/20 11:40,18.3,96.7,18.8,17.7
6/26/20 11:50,18.4,96.9,19,17.8
6/26/20 12:00,19,93.3,19.6,17.9
6/26/20 12:10,18,89.8,18.1,16.2
6/26/20 12:20,17.9,90.9,18.2,16.4
6/26/20 12:30,17.9,90.8,18.2,16.4
6/26/20 12:40,18,90.8,18.2,16.4
6/26/20 12:50,18.5,92.1,19,17.2
6/26/20 13:00,18.2,89.6,18.4,16.5
6/26/20 13:10,18.5,90.8,18.9,17
6/26/20 13:20,18.9,91,19.4,17.4
6/26/20 13:30,18.8,89.4,19.1,17
6/26/20 13:40,18.9,88.9,19.3,17.1
6/26/20 13:50,18.9,88.9,19.1,17
6/26/20 14:00,18.8,88.4,19,16.8
