Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/25/20 9:30,17,67.4,16.1,11
6/25/20 9:40,17.4,70.1,16.7,11.9
6/25/20 9:50,18.4,64.7,17.4,11.6
6/25/20 10:00,18.1,56.7,16.6,9.4
6/25/20 10:10,19.3,56.4,18.1,10.4
6/25/20 10:20,19,50.3,17.3,8.4
6/25/20 10:30,18.6,52.4,17,8.7
6/25/20 10:40,21.2,48.4,20.6,9.9
6/25/20 10:50,19.5,47.8,18.1,8.2
6/25/20 11:00,20.6,48.6,19.6,9.4
6/25/20 11:10,22.2,46.5,21.5,10.2
6/25/20 11:20,19.8,43.3,18.4,7
6/25/20 11:30,23.1,41,22.1,9.1
6/25/20 11:40,21.8,41.3,21,8.1
6/25/20 11:50,23.1,41.5,22.1,9.3
6/25/20 12:00,22,43.4,21.3,9
6/25/20 12:10,22.1,40.9,21.3,8.2
6/25/20 12:20,21.4,44,20.7,8.7
6/25/20 12:30,20.2,44.5,18.9,7.8
6/25/20 12:40,18.9,48.3,17.2,7.8
6/25/20 12:50,19.4,48.5,17.8,8.2
6/25/20 13:00,21.1,66.1,21.2,14.5
