Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/27/20 8:30,18.2,83.8,18.1,15.4
5/27/20 8:40,17.3,90.5,17.5,15.7
5/27/20 8:50,17.2,89.9,17.3,15.5
5/27/20 9:00,17.2,87.8,17.2,15.1
5/27/20 9:10,17.3,89.8,17.5,15.7
5/27/20 9:20,17.8,91.4,18.1,16.4
5/27/20 9:30,18,89.7,18.1,16.2
5/27/20 9:40,18,86.6,18.1,15.8
5/27/20 9:50,17.9,82.9,17.9,15
5/27/20 10:00,17.8,81.1,17.7,14.5
5/27/20 10:10,17.8,80.7,17.6,14.4
5/27/20 10:20,17.9,80.6,17.7,14.5
5/27/20 10:30,18.1,80,17.9,14.6
5/27/20 10:40,18.6,80.7,18.5,15.2
5/27/20 10:50,18.8,80,18.6,15.2
5/27/20 11:00,19,79.3,18.9,15.4
5/27/20 11:10,19.2,79.1,19.1,15.5
5/27/20 11:20,19,77.9,18.8,15.1
5/27/20 11:30,19.1,78.2,19,15.2
5/27/20 11:40,19.2,77.4,19.1,15.2
5/27/20 11:50,19.2,76.7,18.9,15
5/27/20 12:00,19.6,77.8,19.6,15.6
5/27/20 12:10,20.3,79.4,20.5,16.6
5/27/20 12:20,20.4,78.3,20.6,16.5
5/27/20 12:30,20.8,78.9,21.3,17
5/27/20 12:40,21.2,78,21.7,17.2
5/27/20 12:50,20.4,76.3,20.6,16.1
5/27/20 13:00,20.7,77,20.9,16.5
5/27/20 13:10,19.5,74.6,19.3,14.9
5/27/20 13:20,19.5,76.3,19.4,15.2
5/27/20 13:30,19.6,75.6,19.4,15.1
5/27/20 13:40,19.1,75.8,18.9,14.8
5/27/20 13:50,19.2,77.3,19,15.1
5/27/20 14:00,19.1,77.6,19,15.1
5/27/20 14:10,18.9,77.4,18.7,14.9
5/27/20 14:20,18.7,76.3,18.4,14.5
5/27/20 14:30,18.8,76.6,18.5,14.6
