Device Name,K4_2498476,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498476,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/27/20 8:30,21.5,69,21.8,15.6
5/27/20 8:40,21.6,64.3,21.7,14.6
5/27/20 8:50,21.6,63.7,21.8,14.4
5/27/20 9:00,21.6,63.3,21.8,14.4
5/27/20 9:10,21.8,64.7,22,14.9
5/27/20 9:20,22.2,69.2,22.6,16.3
5/27/20 9:30,22.5,68.7,22.7,16.4
5/27/20 9:40,22.5,69.4,22.8,16.6
5/27/20 9:50,22.6,68.1,22.8,16.4
5/27/20 10:00,22.3,67.2,22.5,15.9
5/27/20 10:10,22,68.5,22.3,16
5/27/20 10:20,22.1,70.4,22.4,16.4
5/27/20 10:30,22.4,73.5,23,17.4
5/27/20 10:40,22.8,78.5,23.6,18.9
5/27/20 10:50,23.1,78.4,23.8,19.1
5/27/20 11:00,23.4,80.3,24.3,19.8
5/27/20 11:10,23.3,80.8,24.3,19.8
5/27/20 11:20,23.2,81.1,24.1,19.7
5/27/20 11:30,23.1,83.7,24.3,20.2
5/27/20 11:40,23.1,84.5,24.3,20.4
5/27/20 11:50,23,84.8,24,20.3
5/27/20 12:00,23.4,87.2,24.7,21.1
5/27/20 12:10,23.8,90,25.3,22
5/27/20 12:20,23.8,89,25.4,21.9
5/27/20 12:30,24,90.2,25.8,22.3
5/27/20 12:40,24.1,89.6,25.8,22.3
5/27/20 12:50,23.5,84.5,24.6,20.7
5/27/20 13:00,23.1,82.5,24.2,20
5/27/20 13:10,23.2,77,24,19
5/27/20 13:20,24,73.3,24.6,18.9
5/27/20 13:30,21.8,70,22.1,16
5/27/20 13:40,22.3,73.1,22.7,17.2
5/27/20 13:50,22.3,73.6,22.7,17.3
5/27/20 14:00,22.7,74.5,23.3,18
5/27/20 14:10,22.4,74.6,23,17.7
5/27/20 14:20,21.4,73.7,21.7,16.5
5/27/20 14:30,21,74.8,21.3,16.4
