Device Name,K4_2498476,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498476,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/25/20 9:30,17,86.8,17,14.8
6/25/20 9:40,16.7,90,17,15
6/25/20 9:50,17.3,92.8,17.6,16.1
6/25/20 10:00,18,90.2,18.2,16.3
6/25/20 10:10,18.7,89.8,18.9,17
6/25/20 10:20,19.4,91.6,20,18
6/25/20 10:30,19.1,89.9,19.4,17.4
6/25/20 10:40,20.4,95.6,21.3,19.7
6/25/20 10:50,19.5,87.3,19.9,17.4
6/25/20 11:00,19.6,88.3,20,17.6
6/25/20 11:10,21.1,93,22,19.9
6/25/20 11:20,20.2,92.7,20.8,19
6/25/20 11:30,21.5,97.3,22.6,21.1
6/25/20 11:40,21,97.2,21.9,20.5
6/25/20 11:50,21.7,98.5,22.9,21.4
6/25/20 12:00,21.3,97.5,22.3,20.8
6/25/20 12:10,21.9,99,23.3,21.8
6/25/20 12:20,21.5,97.6,22.7,21.1
6/25/20 12:30,21.6,97.5,22.6,21.1
6/25/20 12:40,21,95.2,22,20.2
6/25/20 12:50,21.1,95.2,22.1,20.3
6/25/20 13:00,21.8,96.9,23,21.3
