Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/27/20 8:30,20.5,87,21.1,18.3
5/27/20 8:40,18.7,92.1,19.2,17.4
5/27/20 8:50,18.3,85.3,18.4,15.8
5/27/20 9:00,17.8,87.7,17.9,15.8
5/27/20 9:10,17.9,89.8,18.1,16.2
5/27/20 9:20,18.4,92.2,18.8,17.1
5/27/20 9:30,18.4,92.9,18.8,17.2
5/27/20 9:40,18.4,91.9,18.8,17.1
5/27/20 9:50,18.2,91.7,18.5,16.8
5/27/20 10:00,18.2,91.1,18.4,16.7
5/27/20 10:10,18.1,90.6,18.4,16.6
5/27/20 10:20,18.3,91,18.7,16.8
5/27/20 10:30,18.6,91.2,19,17.2
5/27/20 10:40,19.4,92.3,19.9,18.1
5/27/20 10:50,19.7,91.3,20.2,18.2
5/27/20 11:00,20,91,20.6,18.4
5/27/20 11:10,20,90,20.6,18.3
5/27/20 11:20,20.1,88.5,20.7,18.2
5/27/20 11:30,20.2,88.4,20.8,18.2
5/27/20 11:40,20.5,87.1,21.1,18.3
5/27/20 11:50,20.4,83.3,20.8,17.5
5/27/20 12:00,21,86.5,21.6,18.7
5/27/20 12:10,22,87.8,23,19.9
5/27/20 12:20,22.1,85.1,22.9,19.4
5/27/20 12:30,22.9,86.3,24.1,20.5
5/27/20 12:40,23.3,84.7,24.6,20.6
5/27/20 12:50,22.7,79.8,23.6,19
5/27/20 13:00,22.9,79.6,23.7,19.1
5/27/20 13:10,21.8,75.6,22.3,17.3
5/27/20 13:20,21.9,78.2,22.4,17.9
5/27/20 13:30,21.9,76.6,22.4,17.6
5/27/20 13:40,21.8,75.3,22.3,17.2
5/27/20 13:50,21.8,75.1,22.4,17.2
5/27/20 14:00,22.1,74.4,22.5,17.3
5/27/20 14:10,22.1,73.1,22.6,17.1
5/27/20 14:20,22,70.6,22.3,16.4
5/27/20 14:30,22.1,69.9,22.5,16.4
