Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/26/20 10:10,18.1,76.1,17.6,13.8
6/26/20 10:20,17.8,79.6,17.6,14.2
6/26/20 10:30,17.8,81.2,17.6,14.5
6/26/20 10:40,18,82.4,17.8,14.9
6/26/20 10:50,18.3,82.8,18.2,15.3
6/26/20 11:00,18.2,82.7,18.1,15.2
6/26/20 11:10,18.1,84.3,18,15.4
6/26/20 11:20,18.2,83.9,18.1,15.4
6/26/20 11:30,18,83.4,18,15.1
6/26/20 11:40,17.9,84.3,17.8,15.2
6/26/20 11:50,18,84.2,17.9,15.3
6/26/20 12:00,18.4,84.8,18.4,15.8
6/26/20 12:10,18.3,84.1,18.3,15.6
6/26/20 12:20,18.4,83.5,18.4,15.6
6/26/20 12:30,18.4,82.5,18.3,15.3
6/26/20 12:40,18.7,82.7,18.8,15.7
6/26/20 12:50,19.3,82.1,19.3,16.2
6/26/20 13:00,18.9,79.7,18.8,15.4
6/26/20 13:10,18.9,78.9,18.8,15.2
6/26/20 13:20,20.2,78.2,20.4,16.3
6/26/20 13:30,20,75.4,20.1,15.6
6/26/20 13:40,20.3,71.4,20.3,15
6/26/20 13:50,21.2,72.7,21.4,16.1
6/26/20 14:00,21.2,69.9,21.3,15.5
