Device Name,K6_2503411,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503411,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/8/20 8:00,21.1,79,21.5,17.3
6/8/20 8:10,22.1,83.5,23,19.2
6/8/20 8:20,21.8,92.1,22.7,20.4
6/8/20 8:30,22.4,95,23.7,21.5
6/8/20 8:40,23.2,95.8,25,22.5
6/8/20 8:50,24.7,97.3,27.3,24.3
6/8/20 9:00,22.4,78.5,23,18.5
6/8/20 9:10,21.7,90.3,22.6,20
6/8/20 9:20,20.8,88.6,21.5,18.9
6/8/20 9:30,22.8,68.4,23.1,16.7
6/8/20 9:40,25.8,74.5,27.6,20.9
6/8/20 9:50,24.8,78.8,26.1,20.9
6/8/20 10:00,27,86.4,31.3,24.5
6/8/20 10:10,28.3,89.6,35,26.4
6/8/20 10:20,29,87.9,37.3,26.8
6/8/20 10:30,27.5,70.1,30.2,21.6
6/8/20 10:40,27.3,66.9,29.4,20.6
6/8/20 10:50,27.9,62.8,29.9,20.2
6/8/20 11:00,29.5,59.6,32.6,20.8
6/8/20 11:10,30.4,57.6,33.8,21
6/8/20 11:20,30,54.7,32.7,19.9
6/8/20 11:30,28.8,52.4,29.9,18
6/8/20 11:40,28.1,51.1,28.5,17
6/8/20 11:50,26.6,49.4,26.4,15.1
6/8/20 12:00,26.4,48.1,25.9,14.5
6/8/20 12:10,27.1,45.4,26.6,14.2
6/8/20 12:20,27.6,44.1,27.2,14.3
6/8/20 12:30,26.9,42.7,26.2,13.2
6/8/20 12:40,26.2,44.1,25.5,13.1
6/8/20 12:50,27.2,43.9,26.5,13.8
6/8/20 13:00,27.3,42.9,26.5,13.6
