Device Name,K1_2498375,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498375,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/28/20 10:10,15.1,89.6,15.3,13.4
5/28/20 10:20,15.4,92.2,15.7,14.1
5/28/20 10:30,15.3,92.6,15.7,14.1
5/28/20 10:40,16.1,93.2,16.5,15
5/28/20 10:50,15.6,91.6,15.9,14.3
5/28/20 11:00,16.4,93,16.8,15.3
5/28/20 11:10,16.7,92.2,17,15.4
5/28/20 11:20,17,90.8,17.3,15.5
5/28/20 11:30,17.8,92.2,18.1,16.5
5/28/20 11:40,17.9,90.4,18.1,16.3
5/28/20 11:50,18.5,87.3,18.7,16.4
5/28/20 12:00,18.9,90,19.1,17.2
5/28/20 12:10,19.5,86.9,19.9,17.3
5/28/20 12:20,18.1,86.2,18.1,15.8
5/28/20 12:30,18.4,88.9,18.7,16.6
5/28/20 12:40,18.4,85,18.4,15.8
5/28/20 12:50,19,85.6,19.2,16.6
5/28/20 13:00,20.1,89.1,20.7,18.3
5/28/20 13:10,20.8,87.7,21.4,18.6
5/28/20 13:20,19.8,81,20,16.5
5/28/20 13:30,19.6,78.9,19.7,15.9
5/28/20 13:40,20.4,79.8,20.7,16.8
5/28/20 13:50,20.9,76.6,21.3,16.6
5/28/20 14:00,21.8,75,22.3,17.1
5/28/20 14:10,22,70.3,22.4,16.4
5/28/20 14:20,20,70,19.8,14.4
5/28/20 14:30,20.2,70.7,20,14.7
5/28/20 14:40,20.2,69.5,20.1,14.5
