Device Name,K2_2498465,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498465,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/26/20 8:50,19.2,93.8,19.9,18.2
5/26/20 9:00,19.5,98.2,20.4,19.2
5/26/20 9:10,20.1,99.8,21,20
5/26/20 9:20,19.6,100,20.6,19.6
5/26/20 9:30,19.6,100,20.6,19.6
5/26/20 9:40,19.8,100,20.7,19.8
5/26/20 9:50,19.9,100,20.8,19.9
5/26/20 10:00,20.2,100,21.2,20.2
5/26/20 10:10,20.3,100,21.3,20.3
5/26/20 10:20,20.9,100,22,20.9
5/26/20 10:30,20.8,100,21.8,20.8
5/26/20 10:40,21,100,22,21
5/26/20 10:50,21,100,22.1,21
5/26/20 11:00,20.3,100,21.2,20.3
5/26/20 11:10,21.5,100,22.5,21.5
5/26/20 11:20,21.6,100,22.8,21.6
5/26/20 11:30,22.5,100,24,22.4
5/26/20 11:40,22.4,100,24,22.4
5/26/20 11:50,22.9,100,24.8,22.9
5/26/20 12:00,22.6,100,24.3,22.6
5/26/20 12:10,22.8,84.5,23.8,20
5/26/20 12:20,22.6,73.2,23,17.5
5/26/20 12:30,23.2,68.7,23.6,17.2
5/26/20 12:40,24.7,71.4,25.4,19.2
5/26/20 12:50,24.2,65.7,24.4,17.4
5/26/20 13:00,24.7,64.4,24.9,17.6
5/26/20 13:10,25.1,63.6,25.3,17.7
5/26/20 13:20,25,62.8,25.2,17.4
5/26/20 13:30,24.6,90.6,26.6,23
