Device Name,K7_2503417,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503417,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/9/20 9:20,26.5,42.2,25.7,12.6
6/9/20 9:30,26.8,41.2,25.8,12.5
6/9/20 9:40,26.9,41.4,26.1,12.7
6/9/20 9:50,27.8,41.3,27.1,13.5
6/9/20 10:00,28,39.7,27.2,13
6/9/20 10:10,28.3,41.1,27.7,13.8
6/9/20 10:20,29.7,38.7,29.5,14.2
6/9/20 10:30,27.7,39.1,26.8,12.6
6/9/20 10:40,28.4,40.5,27.7,13.7
6/9/20 10:50,28.8,40.8,28.5,14.2
6/9/20 11:00,28.7,39.7,28.2,13.7
6/9/20 11:10,29.8,39.2,29.7,14.5
6/9/20 11:20,30.6,37.8,30.5,14.6
6/9/20 11:30,29.6,37.7,29.2,13.7
6/9/20 11:40,29,38.2,28.5,13.3
6/9/20 11:50,28.6,36.8,27.7,12.4
6/9/20 12:00,29.1,36,28.2,12.5
6/9/20 12:10,28.6,34.2,27.3,11.3
6/9/20 12:20,29.4,33.4,28.4,11.7
6/9/20 12:30,29.3,33.3,28.1,11.5
6/9/20 12:40,29.2,32.8,28,11.3
6/9/20 12:50,28,34.9,26.6,11
6/9/20 13:00,29.2,34.1,28.2,11.8
6/9/20 13:10,27.7,33.2,26.2,10.1
6/9/20 13:20,28.7,33.4,27.3,11
6/9/20 13:30,28.5,30.8,26.9,9.6
6/9/20 13:40,28.4,29.4,26.5,8.8
6/9/20 13:50,28.8,28.4,26.9,8.7
