Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/9/20 9:20,18.4,70.1,17.6,12.8
6/9/20 9:30,18.3,74.8,17.7,13.8
6/9/20 9:40,18.4,77.8,18.1,14.5
6/9/20 9:50,18.7,78.8,18.5,14.9
6/9/20 10:00,19.1,79.4,19.1,15.5
6/9/20 10:10,19.5,80.4,19.6,16
6/9/20 10:20,20,82.8,20.3,17
6/9/20 10:30,20.4,81.2,20.8,17.1
6/9/20 10:40,20.9,80.8,21.3,17.5
6/9/20 10:50,20.9,79.5,21.4,17.2
6/9/20 11:00,21.5,77.9,21.9,17.4
6/9/20 11:10,22,76.2,22.6,17.6
6/9/20 11:20,22.6,73.6,23.2,17.7
6/9/20 11:30,22.2,69.3,22.6,16.3
6/9/20 11:40,22.2,72.8,22.7,17.1
6/9/20 11:50,21.8,72.8,22.2,16.7
6/9/20 12:00,22.3,72,22.8,17
6/9/20 12:10,22.4,69,22.7,16.4
6/9/20 12:20,23,67.7,23.3,16.7
6/9/20 12:30,23.4,65.9,23.6,16.7
6/9/20 12:40,23.9,63.5,24.1,16.6
6/9/20 12:50,24,64.8,24.2,17
6/9/20 13:00,25.1,61.8,25.4,17.3
6/9/20 13:10,24.3,58.2,24.1,15.6
6/9/20 13:20,25.3,58.2,25.3,16.5
6/9/20 13:30,25.7,54.1,25.5,15.7
6/9/20 13:40,25.9,50.7,25.6,14.9
6/9/20 13:50,26.5,48.4,26.3,14.7
