Device Name,K2_2498465,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498465,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/8/20 8:00,19.8,60.6,19.2,12
6/8/20 8:10,20.6,60.9,20.3,12.8
6/8/20 8:20,20.6,59.8,20.2,12.5
6/8/20 8:30,20.8,58.4,20.5,12.4
6/8/20 8:40,21.5,56.2,21.4,12.4
6/8/20 8:50,23.2,53.8,22.8,13.3
6/8/20 9:00,22.9,52.3,22.5,12.6
6/8/20 9:10,23.2,49.7,22.5,12.1
6/8/20 9:20,22.6,51.6,22.1,12.1
6/8/20 9:30,25.3,50.1,24.8,14.2
6/8/20 9:40,25.8,45.2,25.1,13.1
6/8/20 9:50,26.2,45.4,25.5,13.5
6/8/20 10:00,28.8,42.8,28.7,14.9
6/8/20 10:10,30.2,40.4,30.5,15.3
6/8/20 10:20,30,37,29.7,13.8
6/8/20 10:30,28.7,38,28,13
6/8/20 10:40,27.9,39.2,27.1,12.8
6/8/20 10:50,27.9,42.4,27.4,14
6/8/20 11:00,29.2,40.3,29,14.3
6/8/20 11:10,29.9,38.8,29.8,14.4
6/8/20 11:20,29.7,38.1,29.3,13.9
6/8/20 11:30,28.5,39.8,27.8,13.5
6/8/20 11:40,28,40.8,27.2,13.4
6/8/20 11:50,26.6,42.5,25.8,12.8
6/8/20 12:00,26.5,43.2,25.7,13
6/8/20 12:10,27.5,41.1,26.8,13.1
6/8/20 12:20,27.9,40.2,27.2,13.2
6/8/20 12:30,26.9,39.3,25.8,11.9
6/8/20 12:40,26.2,41.2,25.1,11.9
6/8/20 12:50,27.4,40.7,26.5,12.8
6/8/20 13:00,27.3,40,26.5,12.6
