Device Name,K6_2503411,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503411,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/10/20 9:20,23.1,56.6,22.9,14
6/10/20 9:30,21.5,52.5,21.3,11.4
6/10/20 9:40,24.4,45.2,23.4,11.7
6/10/20 9:50,22.1,43.6,21.3,9.1
6/10/20 10:00,20.4,46.3,19.3,8.6
6/10/20 10:10,21.2,46.9,20.5,9.5
6/10/20 10:20,21.2,46.2,20.4,9.1
6/10/20 10:30,21,47.4,20.1,9.4
6/10/20 10:40,21.8,46.4,21.1,9.8
6/10/20 10:50,21.7,46.1,21.1,9.6
6/10/20 11:00,21,50.3,20.4,10.3
6/10/20 11:10,21.8,47.6,21.3,10.2
6/10/20 11:20,20.8,49,19.9,9.7
6/10/20 11:30,23.7,46.5,22.9,11.6
6/10/20 11:40,23,43.9,22.1,10
6/10/20 11:50,22.6,43.6,21.8,9.6
6/10/20 12:00,22.5,44.2,21.6,9.7
6/10/20 12:10,23.9,42.5,22.9,10.4
6/10/20 12:20,23.6,41.4,22.5,9.8
6/10/20 12:30,23.2,41.8,22.2,9.6
6/10/20 12:40,22.9,42,22,9.3
6/10/20 12:50,22.8,40.8,21.8,8.8
6/10/20 13:00,22.8,42.1,21.8,9.3
6/10/20 13:10,23.4,43.1,22.4,10.1
6/10/20 13:20,23.4,40.3,22.3,9.2
6/10/20 13:30,24.5,41.8,23.3,10.7
6/10/20 13:40,25,42.9,23.9,11.5
6/10/20 13:50,25,38.5,23.6,9.8
6/10/20 14:00,24.2,41.3,22.9,10.2
6/10/20 14:10,25.3,40.8,24,11
6/10/20 14:20,22.9,45.8,22.1,10.6
6/10/20 14:30,22,47.8,21.4,10.4
6/10/20 14:40,21.8,50.1,21.3,10.9
