Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/29/20 9:20,15.8,79.9,15.5,12.3
5/29/20 9:30,15.1,84.3,15,12.4
5/29/20 9:40,15.4,89,15.5,13.5
5/29/20 9:50,16.2,89.7,16.4,14.5
5/29/20 10:00,16,87.4,16.1,13.9
5/29/20 10:10,16.2,89.5,16.4,14.5
5/29/20 10:20,15.6,89.6,15.7,13.8
5/29/20 10:30,15.7,90.5,16,14.2
5/29/20 10:40,16.2,89.9,16.3,14.5
5/29/20 10:50,16.3,90.3,16.5,14.7
5/29/20 11:00,16.6,91,16.9,15.1
5/29/20 11:10,16.8,87.5,16.8,14.7
5/29/20 11:20,17.9,86,17.8,15.5
5/29/20 11:30,18.9,88.2,19.1,16.9
5/29/20 11:40,19.2,84.8,19.4,16.6
5/29/20 11:50,19.6,82.9,19.9,16.7
5/29/20 12:00,20.3,81.7,20.7,17.1
5/29/20 12:10,20.2,80.5,20.5,16.8
5/29/20 12:20,20.4,79.4,20.7,16.8
5/29/20 12:30,20.1,80.1,20.4,16.6
5/29/20 12:40,20.9,82.5,21.4,17.8
5/29/20 12:50,21.5,82.1,22,18.3
5/29/20 13:00,19.8,79.6,19.8,16.2
5/29/20 13:10,21.2,84.4,21.8,18.4
5/29/20 13:20,21.5,85.6,22.3,19
5/29/20 13:30,21.3,84.7,22,18.6
5/29/20 13:40,21.4,81.9,21.9,18.1
5/29/20 13:50,21.2,76.8,21.5,17
5/29/20 14:00,21.8,78.3,22.3,17.8
5/29/20 14:10,22.1,80.5,22.7,18.6
5/29/20 14:20,21.7,76.6,22.2,17.4
5/29/20 14:30,21.1,72.7,21.3,16
5/29/20 14:40,20.1,75.4,20.2,15.6
5/29/20 14:50,20.5,75.1,20.7,16
5/29/20 15:00,20.9,72.9,21.1,15.9
5/29/20 15:10,20.8,72,21,15.6
5/29/20 15:20,20.4,67,20.2,14.1
