Device Name,K3_2498468,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498468,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,17.2,77.9,16.9,13.3
6/24/20 9:20,16.8,85.6,16.8,14.4
6/24/20 9:30,17.2,89.6,17.4,15.5
6/24/20 9:40,17,90,17.2,15.4
6/24/20 9:50,17.3,91,17.5,15.8
6/24/20 10:00,18.1,92.7,18.4,16.9
6/24/20 10:10,18.4,92.3,18.8,17.1
6/24/20 10:20,17.8,89.9,17.9,16.1
6/24/20 10:30,17.4,90.3,17.7,15.8
6/24/20 10:40,17.6,90.6,17.9,16.1
6/24/20 10:50,18.3,91.3,18.7,16.9
6/24/20 11:00,19,92,19.6,17.7
6/24/20 11:10,19,89.4,19.3,17.2
6/24/20 11:20,19.8,88,20.3,17.8
6/24/20 11:30,20.4,86.1,20.9,18
6/24/20 11:40,22,87.8,23,19.9
6/24/20 11:50,21.9,83,22.6,18.9
6/24/20 12:00,21.1,78.8,21.6,17.3
6/24/20 12:10,20.8,77.1,21,16.6
6/24/20 12:20,22.3,82,23,19
6/24/20 12:30,21.9,75.4,22.4,17.3
6/24/20 12:40,21.6,72.8,22,16.4
6/24/20 12:50,22,76.3,22.6,17.7
6/24/20 13:00,21.7,68.1,21.9,15.5
6/24/20 13:10,22.8,68.1,23,16.6
