Device Name,K7_2503417,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503417,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/29/20 9:20,17.8,72.3,17.2,12.8
5/29/20 9:30,16.7,74.9,16.1,12.2
5/29/20 9:40,17.2,77.9,16.9,13.3
5/29/20 9:50,19,77.3,18.8,15
5/29/20 10:00,18.7,73.8,18.3,14
5/29/20 10:10,18.6,75.2,18.1,14.1
5/29/20 10:20,17.5,76.5,17.1,13.3
5/29/20 10:30,17.7,78.6,17.3,13.9
5/29/20 10:40,18.5,78,18.1,14.6
5/29/20 10:50,18.5,77.6,18.2,14.6
5/29/20 11:00,19,77.7,18.8,15.1
5/29/20 11:10,19.6,73.8,19.3,14.8
5/29/20 11:20,21.6,69.1,21.9,15.7
5/29/20 11:30,23.3,66.8,23.6,16.8
5/29/20 11:40,23.9,63.4,24.1,16.5
5/29/20 11:50,24.1,60.2,24.1,15.9
5/29/20 12:00,25.6,56,25.5,16.1
5/29/20 12:10,25.1,55,24.7,15.4
5/29/20 12:20,25.3,53.4,24.8,15.1
5/29/20 12:30,24.5,53.7,24.1,14.5
5/29/20 12:40,25.6,53.4,25.4,15.5
5/29/20 12:50,26.8,50.8,26.8,15.8
5/29/20 13:00,24.4,56.5,24.1,15.2
5/29/20 13:10,27.8,51,28.1,16.7
5/29/20 13:20,27.4,45.6,26.9,14.6
5/29/20 13:30,27,45.7,26.6,14.3
5/29/20 13:40,27.4,48.9,27.4,15.8
5/29/20 13:50,27.3,45.8,26.8,14.6
5/29/20 14:00,28.2,44.3,28,15
5/29/20 14:10,28.5,44.9,28.5,15.4
5/29/20 14:20,26.6,46.1,26.1,14.1
5/29/20 14:30,26,45.6,25.3,13.4
5/29/20 14:40,25.2,45.8,24.4,12.7
5/29/20 14:50,25.8,45.8,25,13.2
5/29/20 15:00,23.6,43.5,22.7,10.5
5/29/20 15:10,25.2,45.7,24.4,12.7
5/29/20 15:20,23.3,49.4,22.6,12.1
