Device Name,K5_2503410,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503410,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
5/28/20 10:10,18.5,71.4,17.9,13.2
5/28/20 10:20,19.2,73.3,18.8,14.3
5/28/20 10:30,18.9,71.7,18.3,13.7
5/28/20 10:40,20.3,72.5,20.3,15.2
5/28/20 10:50,19.9,70.2,19.6,14.3
5/28/20 11:00,22.3,68.5,22.5,16.2
5/28/20 11:10,23.2,65.1,23.4,16.3
5/28/20 11:20,23.6,63.4,23.8,16.3
5/28/20 11:30,25.8,60.6,26.2,17.6
5/28/20 11:40,27.1,55.6,27.7,17.5
5/28/20 11:50,28.4,53,29.3,17.9
5/28/20 12:00,30.5,49.4,32.5,18.8
5/28/20 12:10,31,48.4,33,18.8
5/28/20 12:20,27.7,45.4,27.4,14.8
5/28/20 12:30,26.8,49.5,26.7,15.4
5/28/20 12:40,26.5,46,25.9,13.9
5/28/20 12:50,27.2,46.3,26.9,14.7
5/28/20 13:00,28.9,44.6,29,15.6
5/28/20 13:10,29.1,44.1,29.4,15.6
5/28/20 13:20,28,43.9,27.5,14.6
5/28/20 13:30,26,45.2,25.3,13.2
5/28/20 13:40,26.2,44.6,25.4,13.2
5/28/20 13:50,26.2,44.2,25.5,13.1
5/28/20 14:00,26.5,44.5,25.7,13.4
5/28/20 14:10,26.2,42.9,25.3,12.6
5/28/20 14:20,25.9,44.8,25,13
5/28/20 14:30,25.6,45.4,24.8,12.9
5/28/20 14:40,26.4,45.3,25.7,13.6
