Device Name,K7_2503417,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2503417,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/25/20 9:30,19,75.2,18.8,14.6
6/25/20 9:40,18.6,79.9,18.4,15.1
6/25/20 9:50,20,84.2,20.4,17.3
6/25/20 10:00,20.6,86.4,21.1,18.2
6/25/20 10:10,20.8,86.8,21.5,18.6
6/25/20 10:20,21.2,87.7,22,19.1
6/25/20 10:30,21,87.6,21.6,18.9
6/25/20 10:40,22.8,89.5,24,21
6/25/20 10:50,21.7,88.7,22.6,19.8
6/25/20 11:00,22,89.3,23,20.2
6/25/20 11:10,23.3,90.4,24.7,21.6
6/25/20 11:20,22.5,90,23.7,20.8
6/25/20 11:30,24.4,91.3,26.3,22.9
6/25/20 11:40,22.9,89.6,24.2,21.1
6/25/20 11:50,24.2,90.9,25.9,22.6
6/25/20 12:00,23,89.3,24.2,21.1
6/25/20 12:10,24,90.8,25.8,22.4
6/25/20 12:20,23.4,90,24.9,21.6
6/25/20 12:30,22.7,89.4,24,20.9
6/25/20 12:40,21.2,88.3,21.9,19.1
6/25/20 12:50,21.8,88.7,22.6,19.8
6/25/20 13:00,23.5,90.9,25,21.9
