Device Name,K2_2498465,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498465,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/24/20 9:10,15.9,78.3,15.5,12.1
6/24/20 9:20,16.1,87.1,16.1,13.9
6/24/20 9:30,16.6,90.4,16.8,15
6/24/20 9:40,16.6,91.4,16.8,15.2
6/24/20 9:50,17,93,17.3,15.8
6/24/20 10:00,17.8,94.3,18.2,16.9
6/24/20 10:10,18.3,94.9,18.9,17.5
6/24/20 10:20,17.7,93.4,18.1,16.6
6/24/20 10:30,17.3,93.2,17.7,16.2
6/24/20 10:40,16.7,92.8,17,15.5
6/24/20 10:50,17.4,93.6,17.7,16.3
6/24/20 11:00,18,94.1,18.5,17.1
6/24/20 11:10,17.6,92.8,18,16.4
6/24/20 11:20,18.2,91.9,18.5,16.8
6/24/20 11:30,18.8,92,19.3,17.5
6/24/20 11:40,20,92.2,20.6,18.7
6/24/20 11:50,19.8,91.9,20.4,18.4
6/24/20 12:00,19.2,89.4,19.5,17.4
6/24/20 12:10,19,89.6,19.4,17.3
6/24/20 12:20,20.7,91.2,21.5,19.2
6/24/20 12:30,20.6,89.9,21.3,18.9
6/24/20 12:40,20.7,90.2,21.4,19
6/24/20 12:50,21.9,90.5,22.9,20.3
6/24/20 13:00,21,90.2,21.7,19.3
6/24/20 13:10,21.9,92.5,23,20.6
