Device Name,K2_2498465,,,
Device Model,Kestrel DROP 2,,,
Serial Number,2498465,,,
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C
6/25/20 9:30,20.2,70.9,20.1,14.8
6/25/20 9:40,21,73.7,21.3,16.2
6/25/20 9:50,23.7,69.5,24.2,17.8
6/25/20 10:00,23.9,62.5,23.9,16.3
6/25/20 10:10,25.8,62.3,26.5,18.1
6/25/20 10:20,25.6,56,25.5,16.1
6/25/20 10:30,25.8,57.7,25.9,16.8
6/25/20 10:40,29.9,53.6,32.3,19.5
6/25/20 10:50,26.6,52.3,26.6,16
6/25/20 11:00,28.5,52.8,29.4,17.9
6/25/20 11:10,30.7,50.6,33,19.3
6/25/20 11:20,27.4,48.4,27.3,15.6
6/25/20 11:30,33.3,45.2,36.9,19.8
6/25/20 11:40,30.5,43.4,31.3,16.6
6/25/20 11:50,33,43.9,36,19.1
6/25/20 12:00,31,44.8,32.4,17.6
6/25/20 12:10,32.2,42.9,34.3,18
6/25/20 12:20,30.5,44.8,31.6,17.2
6/25/20 12:30,29,45.5,29.2,16
6/25/20 12:40,26.5,49,26.3,15
6/25/20 12:50,26.3,49.9,26.1,15
6/25/20 13:00,24.8,74,25.7,19.9
